title,abstract,topic,text
MRI-based treatment planning for proton radiotherapy: dosimetric validation of a deep learning-based liver synthetic CT generation method.,"Magnetic resonance imaging (MRI) has been widely used in combination with computed tomography (CT) radiation therapy because MRI improves the accuracy and reliability of target delineation due to its superior soft tissue contrast over CT. The MRI-only treatment process is currently an active field of research since it could eliminate systematic MR-CT co-registration errors, reduce medical cost, avoid diagnostic radiation exposure, and simplify clinical workflow. The purpose of this work is to validate the application of a deep learning-based method for abdominal synthetic CT (sCT) generation by image evaluation and dosimetric assessment in a commercial proton pencil beam treatment planning system (TPS). This study proposes to integrate dense block into a 3D cycle-consistent generative adversarial networks (cycle GAN) framework in an effort to effectively learn the nonlinear mapping between MRI and CT pairs. A cohort of 21 patients with co-registered CT and MR pairs were used to test the deep learning-based sCT image quality by leave-one-out cross validation. The CT image quality, dosimetric accuracy and the distal range fidelity were rigorously checked, using side-by-side comparison against the corresponding original CT images. The average mean absolute error (MAE) was 72.87  ±  18.16 HU. The relative differences of the statistics of the PTV dose volume histogram (DVH) metrics between sCT and CT were generally less than 1%. Mean 3D gamma analysis passing rate of 1 mm/1%, 2 mm/2%, 3 mm/3% criteria with 10% dose threshold were 90.76%  ±  5.94%, 96.98%  ±  2.93% and 99.37%  ±  0.99%, respectively. The median, mean and standard deviation of absolute maximum range differences were 0.170 cm, 0.186 cm and 0.155 cm. The image similarity, dosimetric and distal range agreement between sCT and original CT suggests the feasibility of further development of an MRI-only workflow for liver proton radiotherapy.",deep_learning,"MRI-based treatment planning for proton radiotherapy: dosimetric validation of a deep learning-based liver synthetic CT generation method.. Magnetic resonance imaging (MRI) has been widely used in combination with computed tomography (CT) radiation therapy because MRI improves the accuracy and reliability of target delineation due to its superior soft tissue contrast over CT. The MRI-only treatment process is currently an active field of research since it could eliminate systematic MR-CT co-registration errors, reduce medical cost, avoid diagnostic radiation exposure, and simplify clinical workflow. The purpose of this work is to validate the application of a deep learning-based method for abdominal synthetic CT (sCT) generation by image evaluation and dosimetric assessment in a commercial proton pencil beam treatment planning system (TPS). This study proposes to integrate dense block into a 3D cycle-consistent generative adversarial networks (cycle GAN) framework in an effort to effectively learn the nonlinear mapping between MRI and CT pairs. A cohort of 21 patients with co-registered CT and MR pairs were used to test the deep learning-based sCT image quality by leave-one-out cross validation. The CT image quality, dosimetric accuracy and the distal range fidelity were rigorously checked, using side-by-side comparison against the corresponding original CT images. The average mean absolute error (MAE) was 72.87  ±  18.16 HU. The relative differences of the statistics of the PTV dose volume histogram (DVH) metrics between sCT and CT were generally less than 1%. Mean 3D gamma analysis passing rate of 1 mm/1%, 2 mm/2%, 3 mm/3% criteria with 10% dose threshold were 90.76%  ±  5.94%, 96.98%  ±  2.93% and 99.37%  ±  0.99%, respectively. The median, mean and standard deviation of absolute maximum range differences were 0.170 cm, 0.186 cm and 0.155 cm. The image similarity, dosimetric and distal range agreement between sCT and original CT suggests the feasibility of further development of an MRI-only workflow for liver proton radiotherapy."
Incorporating User Generated Content for Drug Drug Interaction Extraction Based on Full Attention Mechanism.,"It is crucial for doctors to fully understand the interaction between drugs in prescriptions, especially when a patient takes multiple medications at the same time during treatment. The purpose of drug drug interaction (DDI) extraction is to automatically obtain the interaction between drugs from biomedical literature. Current state-of-the-art approaches for DDI extraction task are based on artificial intelligence and natural language processing. While such existing DDI extraction methods can provide more knowledge and enhance the performance through external resources such as biomedical databases or ontologies, due to the difficulty of updating, these external resources are delayed. In fact, user generated content (UGC) is another kind of external medical resources that can be quickly updated. We are trying to use UGC resources to provide more available information for our deep learning DDI extraction method. In this paper, we present a DDI extraction approach through a new attention mechanism called full-attention which can combine the UGC information with contextual information. We conducted a series of experiments on the DDI 2013 Evaluation dataset to evaluate our method. Experiments show improved performance compared with the state of the art and UGC-DDI model achieves a competitive F-score of 0.712.",deep_learning,"Incorporating User Generated Content for Drug Drug Interaction Extraction Based on Full Attention Mechanism.. It is crucial for doctors to fully understand the interaction between drugs in prescriptions, especially when a patient takes multiple medications at the same time during treatment. The purpose of drug drug interaction (DDI) extraction is to automatically obtain the interaction between drugs from biomedical literature. Current state-of-the-art approaches for DDI extraction task are based on artificial intelligence and natural language processing. While such existing DDI extraction methods can provide more knowledge and enhance the performance through external resources such as biomedical databases or ontologies, due to the difficulty of updating, these external resources are delayed. In fact, user generated content (UGC) is another kind of external medical resources that can be quickly updated. We are trying to use UGC resources to provide more available information for our deep learning DDI extraction method. In this paper, we present a DDI extraction approach through a new attention mechanism called full-attention which can combine the UGC information with contextual information. We conducted a series of experiments on the DDI 2013 Evaluation dataset to evaluate our method. Experiments show improved performance compared with the state of the art and UGC-DDI model achieves a competitive F-score of 0.712."
Deep Learning-Based Automatic Segmentation of Lumbosacral Nerves on CT for Spinal Intervention: A Translational Study.,"3D reconstruction of a targeted area (""safe"" triangle and Kambin triangle) may benefit the viability assessment of transforaminal epidural steroid injection, especially at the L5/S1 level. However, manual segmentation of lumbosacral nerves for 3D reconstruction is time-consuming. The aim of this study was to investigate the feasibility of deep learning-based segmentation of lumbosacral nerves on CT and the reconstruction of the safe triangle and Kambin triangle.",deep_learning,"Deep Learning-Based Automatic Segmentation of Lumbosacral Nerves on CT for Spinal Intervention: A Translational Study.. 3D reconstruction of a targeted area (""safe"" triangle and Kambin triangle) may benefit the viability assessment of transforaminal epidural steroid injection, especially at the L5/S1 level. However, manual segmentation of lumbosacral nerves for 3D reconstruction is time-consuming. The aim of this study was to investigate the feasibility of deep learning-based segmentation of lumbosacral nerves on CT and the reconstruction of the safe triangle and Kambin triangle."
A New Deep Learning Algorithm for SAR Scene Classification Based on Spatial Statistical Modeling and Features Re-Calibration.,"Synthetic Aperture Radar (SAR) scene classification is challenging but widely applied, in which deep learning can play a pivotal role because of its hierarchical feature learning ability. In the paper, we propose a new scene classification framework, named Feature Recalibration Network with Multi-scale Spatial Features (FRN-MSF), to achieve high accuracy in SAR-based scene classification. First, a Multi-Scale Omnidirectional Gaussian Derivative Filter (MSOGDF) is constructed. Then, Multi-scale Spatial Features (MSF) of SAR scenes are generated by weighting MSOGDF, a Gray Level Gradient Co-occurrence Matrix (GLGCM) and Gabor transformation. These features were processed by the Feature Recalibration Network (FRN) to learn high-level features. In the network, the Depthwise Separable Convolution (DSC), Squeeze-and-Excitation (SE) Block and Convolution Neural Network (CNN) are integrated. Finally, these learned features will be classified by the Softmax function. Eleven types of SAR scenes obtained from four systems combining different bands and resolutions were trained and tested, and a mean accuracy of 98.18% was obtained. To validate the generality of FRN-MSF, five types of SAR scenes sampled from two additional large-scale Gaofen-3 and TerraSAR-X images were evaluated for classification. The mean accuracy of the five types reached 94.56%; while the mean accuracy for the same five types of the former tested 11 types of scene was 96%. The high accuracy indicates that the FRN-MSF is promising for SAR scene classification without losing generality.",deep_learning,"A New Deep Learning Algorithm for SAR Scene Classification Based on Spatial Statistical Modeling and Features Re-Calibration.. Synthetic Aperture Radar (SAR) scene classification is challenging but widely applied, in which deep learning can play a pivotal role because of its hierarchical feature learning ability. In the paper, we propose a new scene classification framework, named Feature Recalibration Network with Multi-scale Spatial Features (FRN-MSF), to achieve high accuracy in SAR-based scene classification. First, a Multi-Scale Omnidirectional Gaussian Derivative Filter (MSOGDF) is constructed. Then, Multi-scale Spatial Features (MSF) of SAR scenes are generated by weighting MSOGDF, a Gray Level Gradient Co-occurrence Matrix (GLGCM) and Gabor transformation. These features were processed by the Feature Recalibration Network (FRN) to learn high-level features. In the network, the Depthwise Separable Convolution (DSC), Squeeze-and-Excitation (SE) Block and Convolution Neural Network (CNN) are integrated. Finally, these learned features will be classified by the Softmax function. Eleven types of SAR scenes obtained from four systems combining different bands and resolutions were trained and tested, and a mean accuracy of 98.18% was obtained. To validate the generality of FRN-MSF, five types of SAR scenes sampled from two additional large-scale Gaofen-3 and TerraSAR-X images were evaluated for classification. The mean accuracy of the five types reached 94.56%; while the mean accuracy for the same five types of the former tested 11 types of scene was 96%. The high accuracy indicates that the FRN-MSF is promising for SAR scene classification without losing generality."
Insights and approaches using deep learning to classify wildlife.,"The implementation of intelligent software to identify and classify objects and individuals in visual fields is a technology of growing importance to operatives in many fields, including wildlife conservation and management. To non-experts, the methods can be abstruse and the results mystifying. Here, in the context of applying cutting edge methods to classify wildlife species from camera-trap data, we shed light on the methods themselves and types of features these methods extract to make efficient identifications and reliable classifications. The current state of the art is to employ convolutional neural networks (CNN) encoded within deep-learning algorithms. We outline these methods and present results obtained in training a CNN to classify 20 African wildlife species with an overall accuracy of 87.5% from a dataset containing 111,467 images. We demonstrate the application of a gradient-weighted class-activation-mapping (Grad-CAM) procedure to extract the most salient pixels in the final convolution layer. We show that these pixels highlight features in particular images that in some cases are similar to those used to train humans to identify these species. Further, we used mutual information methods to identify the neurons in the final convolution layer that consistently respond most strongly across a set of images of one particular species. We then interpret the features in the image where the strongest responses occur, and present dataset biases that were revealed by these extracted features. We also used hierarchical clustering of feature vectors (i.e., the state of the final fully-connected layer in the CNN) associated with each image to produce a visual similarity dendrogram of identified species. Finally, we evaluated the relative unfamiliarity of images that were not part of the training set when these images were one of the 20 species ""known"" to our CNN in contrast to images of the species that were ""unknown"" to our CNN.",deep_learning,"Insights and approaches using deep learning to classify wildlife.. The implementation of intelligent software to identify and classify objects and individuals in visual fields is a technology of growing importance to operatives in many fields, including wildlife conservation and management. To non-experts, the methods can be abstruse and the results mystifying. Here, in the context of applying cutting edge methods to classify wildlife species from camera-trap data, we shed light on the methods themselves and types of features these methods extract to make efficient identifications and reliable classifications. The current state of the art is to employ convolutional neural networks (CNN) encoded within deep-learning algorithms. We outline these methods and present results obtained in training a CNN to classify 20 African wildlife species with an overall accuracy of 87.5% from a dataset containing 111,467 images. We demonstrate the application of a gradient-weighted class-activation-mapping (Grad-CAM) procedure to extract the most salient pixels in the final convolution layer. We show that these pixels highlight features in particular images that in some cases are similar to those used to train humans to identify these species. Further, we used mutual information methods to identify the neurons in the final convolution layer that consistently respond most strongly across a set of images of one particular species. We then interpret the features in the image where the strongest responses occur, and present dataset biases that were revealed by these extracted features. We also used hierarchical clustering of feature vectors (i.e., the state of the final fully-connected layer in the CNN) associated with each image to produce a visual similarity dendrogram of identified species. Finally, we evaluated the relative unfamiliarity of images that were not part of the training set when these images were one of the 20 species ""known"" to our CNN in contrast to images of the species that were ""unknown"" to our CNN."
Quantitatively validating the efficacy of artifact suppression techniques to study the cortical consequences of deep brain stimulation with magnetoencephalography.,"Deep brain stimulation (DBS) is an established and effective treatment for several movement disorders and is being developed to treat a host of neuropsychiatric disorders including epilepsy, chronic pain, obsessive compulsive disorder, and depression. However, the neural mechanisms through which DBS produces therapeutic benefits, and in some cases unwanted side effects, in these disorders are only partially understood. Non-invasive neuroimaging techniques that can assess the neural effects of active stimulation are important for advancing our understanding of the neural basis of DBS therapy. Magnetoencephalography (MEG) is a safe, passive imaging modality with relatively high spatiotemporal resolution, which makes it a potentially powerful method for examining the cortical network effects of DBS. However, the degree to which magnetic artifacts produced by stimulation and the associated hardware can be suppressed from MEG data, and the comparability between signals measured during DBS-on and DBS-off conditions, have not been fully quantified. The present study used machine learning methods in conjunction with a visual perception task, which should be relatively unaffected by DBS, to quantify how well neural data can be salvaged from artifact contamination introduced by DBS and how comparable DBS-on and DBS-off data are after artifact removal. Machine learning also allowed us to determine whether the spatiotemporal pattern of neural activity recorded during stimulation are comparable to those recorded when stimulation is off. The spatiotemporal patterns of visually evoked neural fields could be accurately classified in all 8 patients with DBS implants during both DBS-on and DBS-off conditions and performed comparably across those two conditions. Further, the classification accuracy for classifiers trained on the spatiotemporal patterns evoked during DBS-on trials and applied to DBS-off trials, and vice versa, were similar to that of the classifiers trained and tested on either trial type, demonstrating the comparability of these patterns across conditions. Together, these results demonstrate the ability of MEG preprocessing techniques, like temporal signal space separation, to salvage neural data from recordings contaminated with DBS artifacts and validate MEG as a powerful tool to study the cortical consequences of DBS.",deep_learning,"Quantitatively validating the efficacy of artifact suppression techniques to study the cortical consequences of deep brain stimulation with magnetoencephalography.. Deep brain stimulation (DBS) is an established and effective treatment for several movement disorders and is being developed to treat a host of neuropsychiatric disorders including epilepsy, chronic pain, obsessive compulsive disorder, and depression. However, the neural mechanisms through which DBS produces therapeutic benefits, and in some cases unwanted side effects, in these disorders are only partially understood. Non-invasive neuroimaging techniques that can assess the neural effects of active stimulation are important for advancing our understanding of the neural basis of DBS therapy. Magnetoencephalography (MEG) is a safe, passive imaging modality with relatively high spatiotemporal resolution, which makes it a potentially powerful method for examining the cortical network effects of DBS. However, the degree to which magnetic artifacts produced by stimulation and the associated hardware can be suppressed from MEG data, and the comparability between signals measured during DBS-on and DBS-off conditions, have not been fully quantified. The present study used machine learning methods in conjunction with a visual perception task, which should be relatively unaffected by DBS, to quantify how well neural data can be salvaged from artifact contamination introduced by DBS and how comparable DBS-on and DBS-off data are after artifact removal. Machine learning also allowed us to determine whether the spatiotemporal pattern of neural activity recorded during stimulation are comparable to those recorded when stimulation is off. The spatiotemporal patterns of visually evoked neural fields could be accurately classified in all 8 patients with DBS implants during both DBS-on and DBS-off conditions and performed comparably across those two conditions. Further, the classification accuracy for classifiers trained on the spatiotemporal patterns evoked during DBS-on trials and applied to DBS-off trials, and vice versa, were similar to that of the classifiers trained and tested on either trial type, demonstrating the comparability of these patterns across conditions. Together, these results demonstrate the ability of MEG preprocessing techniques, like temporal signal space separation, to salvage neural data from recordings contaminated with DBS artifacts and validate MEG as a powerful tool to study the cortical consequences of DBS."
[Performance of Deep-learning-based Artificial Intelligence on Detection of Pulmonary Nodules in Chest CT].,"【中文题目：基于深度学习的人工智能胸部CT肺结节检测效能评估】 【中文摘要：背景与目的 肺结节精确检测是实现肺癌早诊的基础。基于深度学习的人工智能在肺内结节检测领域发展迅速，对其效能进行验证是促进其应用于临床的前提。本研究旨在评估基于深度学习技术的人工智能软件在胸部计算机断层扫描（computed tomography, CT）恶性及非钙化结节检出中的价值。方法 由天津医科大学总医院自建胸部CT肺结节数据库中随机抽取200例胸部CT数据，包含病理证实的肺癌及随访结节病例，导入肺结节人工智能识别系统，记录软件自动识别结节，并与原始影像报告结果进行对比。人工智能软件及阅片者检测到的结节由2名胸部专家进行评估并记录其大小及特征。计算灵敏度、假阳性率评估人工智能软件及医师的结节检测效能，应用McNemar检验确定二者之间是否存在显著性差异。结果 200例胸部多层螺旋CT共包含非钙化结节889枚，其中肺癌结节133枚，小于5 mm结节442枚。人工智能及放射科医师肺癌检出率皆为100%。人工智能软件结节检测灵敏度明显高于放射科医师（99.1% vs 43%, P<0.001）。人工智能总体假阳性率为每例CT 4.9个，排除5 mm以下结节后降为1.5个。结论 基于深度学习的人工智能软件能实现恶性肺结节的无漏诊检出，具有较医师更高的结节检出灵敏度，在排除微小结节后可降低假阳性率。 】 【中文关键词：计算机体层成像；肺结节；深度学习；人工智能；检出】.",deep_learning,"[Performance of Deep-learning-based Artificial Intelligence on Detection of Pulmonary Nodules in Chest CT].. 【中文题目：基于深度学习的人工智能胸部CT肺结节检测效能评估】 【中文摘要：背景与目的 肺结节精确检测是实现肺癌早诊的基础。基于深度学习的人工智能在肺内结节检测领域发展迅速，对其效能进行验证是促进其应用于临床的前提。本研究旨在评估基于深度学习技术的人工智能软件在胸部计算机断层扫描（computed tomography, CT）恶性及非钙化结节检出中的价值。方法 由天津医科大学总医院自建胸部CT肺结节数据库中随机抽取200例胸部CT数据，包含病理证实的肺癌及随访结节病例，导入肺结节人工智能识别系统，记录软件自动识别结节，并与原始影像报告结果进行对比。人工智能软件及阅片者检测到的结节由2名胸部专家进行评估并记录其大小及特征。计算灵敏度、假阳性率评估人工智能软件及医师的结节检测效能，应用McNemar检验确定二者之间是否存在显著性差异。结果 200例胸部多层螺旋CT共包含非钙化结节889枚，其中肺癌结节133枚，小于5 mm结节442枚。人工智能及放射科医师肺癌检出率皆为100%。人工智能软件结节检测灵敏度明显高于放射科医师（99.1% vs 43%, P<0.001）。人工智能总体假阳性率为每例CT 4.9个，排除5 mm以下结节后降为1.5个。结论 基于深度学习的人工智能软件能实现恶性肺结节的无漏诊检出，具有较医师更高的结节检出灵敏度，在排除微小结节后可降低假阳性率。 】 【中文关键词：计算机体层成像；肺结节；深度学习；人工智能；检出】."
Data augmentation in dermatology image recognition using machine learning.,"Each year in the United States, over 80 million people are affected by acne, atopic dermatitis, rosacea, psoriasis, and impetigo. Artificial intelligence and machine learning could prove to be a good tool for assisting in the diagnosis of dermatological conditions. The objective of this study was to evaluate the use of data augmentation in machine learning image recognition of five dermatological disease manifestations-acne, atopic dermatitis, impetigo, psoriasis, and rosacea.",deep_learning,"Data augmentation in dermatology image recognition using machine learning.. Each year in the United States, over 80 million people are affected by acne, atopic dermatitis, rosacea, psoriasis, and impetigo. Artificial intelligence and machine learning could prove to be a good tool for assisting in the diagnosis of dermatological conditions. The objective of this study was to evaluate the use of data augmentation in machine learning image recognition of five dermatological disease manifestations-acne, atopic dermatitis, impetigo, psoriasis, and rosacea."
Intelligent ICU for Autonomous Patient Monitoring Using Pervasive Sensing and Deep Learning.,"Currently, many critical care indices are not captured automatically at a granular level, rather are repetitively assessed by overburdened nurses. In this pilot study, we examined the feasibility of using pervasive sensing technology and artificial intelligence for autonomous and granular monitoring in the Intensive Care Unit (ICU). As an exemplary prevalent condition, we characterized delirious patients and their environment. We used wearable sensors, light and sound sensors, and a camera to collect data on patients and their environment. We analyzed collected data to detect and recognize patient's face, their postures, facial action units and expressions, head pose variation, extremity movements, sound pressure levels, light intensity level, and visitation frequency. We found that facial expressions, functional status entailing extremity movement and postures, and environmental factors including the visitation frequency, light and sound pressure levels at night were significantly different between the delirious and non-delirious patients. Our results showed that granular and autonomous monitoring of critically ill patients and their environment is feasible using a noninvasive system, and we demonstrated its potential for characterizing critical care patients and environmental factors.",deep_learning,"Intelligent ICU for Autonomous Patient Monitoring Using Pervasive Sensing and Deep Learning.. Currently, many critical care indices are not captured automatically at a granular level, rather are repetitively assessed by overburdened nurses. In this pilot study, we examined the feasibility of using pervasive sensing technology and artificial intelligence for autonomous and granular monitoring in the Intensive Care Unit (ICU). As an exemplary prevalent condition, we characterized delirious patients and their environment. We used wearable sensors, light and sound sensors, and a camera to collect data on patients and their environment. We analyzed collected data to detect and recognize patient's face, their postures, facial action units and expressions, head pose variation, extremity movements, sound pressure levels, light intensity level, and visitation frequency. We found that facial expressions, functional status entailing extremity movement and postures, and environmental factors including the visitation frequency, light and sound pressure levels at night were significantly different between the delirious and non-delirious patients. Our results showed that granular and autonomous monitoring of critically ill patients and their environment is feasible using a noninvasive system, and we demonstrated its potential for characterizing critical care patients and environmental factors."
Simultaneous Inverse Design of Materials and Structures via Deep Learning: Demonstration of Dipole Resonance Engineering Using Core-Shell Nanoparticles.,"Recent introduction of data-driven approaches based on deep-learning technology has revolutionized the field of nanophotonics by allowing efficient inverse design methods. In this paper, a simultaneous inverse design of materials and structure parameters of core-shell nanoparticles is achieved for the first time using deep learning of a neural network. A neural network to learn the correlation between the extinction spectra of electric and magnetic dipoles and core-shell nanoparticle designs, which include material information and shell thicknesses, is developed and trained. We demonstrate deep-learning-assisted inverse design of core-shell nanoparticles for (1) spectral tuning electric dipole resonances, (2) finding spectrally isolated pure magnetic dipole resonances, and (3) finding spectrally overlapped electric dipole and magnetic dipole resonances. Our finding paves the way for the rapid development of nanophotonics by allowing a practical utilization of deep-learning technology for nanophotonic inverse design.",deep_learning,"Simultaneous Inverse Design of Materials and Structures via Deep Learning: Demonstration of Dipole Resonance Engineering Using Core-Shell Nanoparticles.. Recent introduction of data-driven approaches based on deep-learning technology has revolutionized the field of nanophotonics by allowing efficient inverse design methods. In this paper, a simultaneous inverse design of materials and structure parameters of core-shell nanoparticles is achieved for the first time using deep learning of a neural network. A neural network to learn the correlation between the extinction spectra of electric and magnetic dipoles and core-shell nanoparticle designs, which include material information and shell thicknesses, is developed and trained. We demonstrate deep-learning-assisted inverse design of core-shell nanoparticles for (1) spectral tuning electric dipole resonances, (2) finding spectrally isolated pure magnetic dipole resonances, and (3) finding spectrally overlapped electric dipole and magnetic dipole resonances. Our finding paves the way for the rapid development of nanophotonics by allowing a practical utilization of deep-learning technology for nanophotonic inverse design."
A Machine Learning Approach for the Detection and Characterization of Illicit Drug Dealers on Instagram: Model Evaluation Study.,"Social media use is now ubiquitous, but the growth in social media communications has also made it a convenient digital platform for drug dealers selling controlled substances, opioids, and other illicit drugs. Previous studies and news investigations have reported the use of popular social media platforms as conduits for opioid sales. This study uses deep learning to detect illicit drug dealing on the image and video sharing platform Instagram.",deep_learning,"A Machine Learning Approach for the Detection and Characterization of Illicit Drug Dealers on Instagram: Model Evaluation Study.. Social media use is now ubiquitous, but the growth in social media communications has also made it a convenient digital platform for drug dealers selling controlled substances, opioids, and other illicit drugs. Previous studies and news investigations have reported the use of popular social media platforms as conduits for opioid sales. This study uses deep learning to detect illicit drug dealing on the image and video sharing platform Instagram."
Spatio-temporal deep learning models for tip force estimation during needle insertion.,"Precise placement of needles is a challenge in a number of clinical applications such as brachytherapy or biopsy. Forces acting at the needle cause tissue deformation and needle deflection which in turn may lead to misplacement or injury. Hence, a number of approaches to estimate the forces at the needle have been proposed. Yet, integrating sensors into the needle tip is challenging and a careful calibration is required to obtain good force estimates.",deep_learning,"Spatio-temporal deep learning models for tip force estimation during needle insertion.. Precise placement of needles is a challenge in a number of clinical applications such as brachytherapy or biopsy. Forces acting at the needle cause tissue deformation and needle deflection which in turn may lead to misplacement or injury. Hence, a number of approaches to estimate the forces at the needle have been proposed. Yet, integrating sensors into the needle tip is challenging and a careful calibration is required to obtain good force estimates."
Fully Automated Lung Lobe Segmentation in Volumetric Chest CT with 3D U-Net: Validation with Intra- and Extra-Datasets.,"Lung lobe segmentation in chest CT has been used for the analysis of lung functions and surgical planning. However, accurate lobe segmentation is difficult as 80% of patients have incomplete and/or fake fissures. Furthermore, lung diseases such as chronic obstructive pulmonary disease (COPD) can increase the difficulty of differentiating the lobar fissures. Lobar fissures have similar intensities to those of the vessels and airway wall, which could lead to segmentation error in automated segmentation. In this study, a fully automated lung lobe segmentation method with 3D U-Net was developed and validated with internal and external datasets. The volumetric chest CT scans of 196 normal and mild-to-moderate COPD patients from three centers were obtained. Each scan was segmented using a conventional image processing method and manually corrected by an expert thoracic radiologist to create gold standards. The lobe regions in the CT images were then segmented using a 3D U-Net architecture with a deep convolutional neural network (CNN) using separate training, validation, and test datasets. In addition, 40 independent external CT images were used to evaluate the model. The segmentation results for both the conventional and deep learning methods were compared quantitatively to the gold standards using four accuracy metrics including the Dice similarity coefficient (DSC), Jaccard similarity coefficient (JSC), mean surface distance (MSD), and Hausdorff surface distance (HSD). In internal validation, the segmentation method achieved high accuracy for the DSC, JSC, MSD, and HSD (0.97 ± 0.02, 0.94 ± 0.03, 0.69 ± 0.36, and 17.12 ± 11.07, respectively). In external validation, high accuracy was also obtained for the DSC, JSC, MSD, and HSD (0.96 ± 0.02, 0.92 ± 0.04, 1.31 ± 0.56, and 27.89 ± 7.50, respectively). This method took 6.49 ± 1.19 s and 8.61 ± 1.08 s for lobe segmentation of the left and right lungs, respectively. Although various automatic lung lobe segmentation methods have been developed, it is difficult to develop a robust segmentation method. However, the deep learning-based 3D U-Net method showed reasonable segmentation accuracy and computational time. In addition, this method could be adapted and applied to severe lung diseases in a clinical workflow.",deep_learning,"Fully Automated Lung Lobe Segmentation in Volumetric Chest CT with 3D U-Net: Validation with Intra- and Extra-Datasets.. Lung lobe segmentation in chest CT has been used for the analysis of lung functions and surgical planning. However, accurate lobe segmentation is difficult as 80% of patients have incomplete and/or fake fissures. Furthermore, lung diseases such as chronic obstructive pulmonary disease (COPD) can increase the difficulty of differentiating the lobar fissures. Lobar fissures have similar intensities to those of the vessels and airway wall, which could lead to segmentation error in automated segmentation. In this study, a fully automated lung lobe segmentation method with 3D U-Net was developed and validated with internal and external datasets. The volumetric chest CT scans of 196 normal and mild-to-moderate COPD patients from three centers were obtained. Each scan was segmented using a conventional image processing method and manually corrected by an expert thoracic radiologist to create gold standards. The lobe regions in the CT images were then segmented using a 3D U-Net architecture with a deep convolutional neural network (CNN) using separate training, validation, and test datasets. In addition, 40 independent external CT images were used to evaluate the model. The segmentation results for both the conventional and deep learning methods were compared quantitatively to the gold standards using four accuracy metrics including the Dice similarity coefficient (DSC), Jaccard similarity coefficient (JSC), mean surface distance (MSD), and Hausdorff surface distance (HSD). In internal validation, the segmentation method achieved high accuracy for the DSC, JSC, MSD, and HSD (0.97 ± 0.02, 0.94 ± 0.03, 0.69 ± 0.36, and 17.12 ± 11.07, respectively). In external validation, high accuracy was also obtained for the DSC, JSC, MSD, and HSD (0.96 ± 0.02, 0.92 ± 0.04, 1.31 ± 0.56, and 27.89 ± 7.50, respectively). This method took 6.49 ± 1.19 s and 8.61 ± 1.08 s for lobe segmentation of the left and right lungs, respectively. Although various automatic lung lobe segmentation methods have been developed, it is difficult to develop a robust segmentation method. However, the deep learning-based 3D U-Net method showed reasonable segmentation accuracy and computational time. In addition, this method could be adapted and applied to severe lung diseases in a clinical workflow."
Direction-aware Spatial Context Features for Shadow Detection and Removal.,"Shadow detection and shadow removal are fundamental and challenging tasks, requiring an understanding of the global image semantics. This paper presents a novel deep neural network design for shadow detection and removal by analyzing the spatial image context in a direction-aware manner. To achieve this, we first formulate the direction-aware attention mechanism in a spatial recurrent neural network (RNN) by introducing attention weights when aggregating spatial context features in the RNN. By learning these weights through training, we can recover direction-aware spatial context (DSC) for detecting and removing shadows. This design is developed into the DSC module and embedded in a convolutional neural network to learn the DSC features at different levels. Moreover, we design a weighted cross entropy loss to make effective the training for shadow detection and further adopt the network for shadow removal by using a Euclidean loss function and formulating a color transfer function to address the color and luminosity inconsistencies in the training pairs. We employed two shadow detection benchmark datasets and two shadow removal benchmark datasets, and performed various experiments to evaluate our method. Experimental results show that our method performs favorably against the state-of-the-art methods for both shadow detection and shadow removal.",deep_learning,"Direction-aware Spatial Context Features for Shadow Detection and Removal.. Shadow detection and shadow removal are fundamental and challenging tasks, requiring an understanding of the global image semantics. This paper presents a novel deep neural network design for shadow detection and removal by analyzing the spatial image context in a direction-aware manner. To achieve this, we first formulate the direction-aware attention mechanism in a spatial recurrent neural network (RNN) by introducing attention weights when aggregating spatial context features in the RNN. By learning these weights through training, we can recover direction-aware spatial context (DSC) for detecting and removing shadows. This design is developed into the DSC module and embedded in a convolutional neural network to learn the DSC features at different levels. Moreover, we design a weighted cross entropy loss to make effective the training for shadow detection and further adopt the network for shadow removal by using a Euclidean loss function and formulating a color transfer function to address the color and luminosity inconsistencies in the training pairs. We employed two shadow detection benchmark datasets and two shadow removal benchmark datasets, and performed various experiments to evaluate our method. Experimental results show that our method performs favorably against the state-of-the-art methods for both shadow detection and shadow removal."
